"filename", "language", "Markdown", "Python", "YAML", "JSON", "JSON Lines", "Shell Script", "Skill", "MS SQL", "JavaScript", "HTML", "Ini", "XML", "BibTeX", "LaTeX", "TeX", "Makefile", "PowerShell", "Batch", "TOML", "TypeScript", "PostCSS", "TypeScript JSX", "Properties", "Docker", "JSON with Comments", "Go Template File", "Ruby", "comment", "blank", "total"
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/security/oss-forensics/scripts/evidence-store.py", "Python", 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 39, 314
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/security/oss-forensics/templates/forensic-report.md", "Markdown", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 58, 152
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/security/oss-forensics/templates/malicious-package-report.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/security/sherlock/SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 193
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/software-development/rest-graphql-debug/SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 515
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/web-development/DESCRIPTION.md", "Markdown", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/optional-skills/web-development/page-agent/SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 191
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/package-lock.json", "JSON", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/package.json", "JSON", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/packaging/homebrew/README.md", "Markdown", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/packaging/homebrew/hermes-agent.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 11, 49
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plans/gemini-oauth-provider.md", "Markdown", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 81
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browser_use/__init__.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 15
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browser_use/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browser_use/provider.py", "Python", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 47, 311
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browserbase/__init__.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 16
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browserbase/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/browserbase/provider.py", "Python", 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 37, 298
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/firecrawl/__init__.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 17
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/firecrawl/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/browser/firecrawl/provider.py", "Python", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 169
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/context_engine/__init__.py", "Python", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 34, 220
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/disk-cleanup/README.md", "Markdown", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/disk-cleanup/__init__.py", "Python", 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 52, 317
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/disk-cleanup/disk_cleanup.py", "Python", 0, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 88, 497
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/disk-cleanup/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/example-dashboard/dashboard/manifest.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/example-dashboard/dashboard/plugin_api.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 18
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/README.md", "Markdown", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 132
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 149
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/__init__.py", "Python", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 104
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/audio_bridge.py", "Python", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 30, 245
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/cli.py", "Python", 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 59, 479
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/meet_bot.py", "Python", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 561, 39, 853
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/__init__.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 4, 55
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/cli.py", "Python", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 126
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/client.py", "Python", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 108
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/protocol.py", "Python", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 125
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/registry.py", "Python", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18, 113
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/node/server.py", "Python", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 23, 201
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/plugin.yaml", "YAML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/process_manager.py", "Python", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 46, 324
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/realtime/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 11
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/realtime/openai_client.py", "Python", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 35, 333
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/google_meet/tools.py", "Python", 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 36, 349
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/README.md", "Markdown", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 151
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/dashboard/dist/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 49, 733
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/dashboard/dist/style.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 14, 5, 147
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/dashboard/manifest.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/dashboard/plugin_api.py", "Python", 0, 828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 129, 1062
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/docs/achievements-performance-implementation-plan.md", "Markdown", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 158
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/docs/achievements-performance-implementation-spec.md", "Markdown", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 220
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/docs/achievements-performance-spec.md", "Markdown", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 175
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/hermes-achievements/tests/test_achievement_engine.py", "Python", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 157
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/openai-codex/__init__.py", "Python", 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 58, 379
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/openai-codex/plugin.yaml", "YAML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/openai/__init__.py", "Python", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 45, 304
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/openai/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/xai/__init__.py", "Python", 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 48, 317
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/image_gen/xai/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/kanban/dashboard/dist/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 160, 3652
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/kanban/dashboard/dist/style.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1317, 0, 0, 0, 0, 0, 0, 119, 106, 1542
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/kanban/dashboard/manifest.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/kanban/dashboard/plugin_api.py", "Python", 0, 1502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 493, 223, 2218
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/__init__.py", "Python", 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 58, 408
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/byterover/README.md", "Markdown", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 42
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/byterover/__init__.py", "Python", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 71, 384
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/byterover/plugin.yaml", "YAML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/hindsight/README.md", "Markdown", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 139
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/hindsight/__init__.py", "Python", 0, 1309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 164, 1758
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/hindsight/plugin.yaml", "YAML", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/README.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 37
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/__init__.py", "Python", 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 53, 409
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/holographic.py", "Python", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 41, 204
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/plugin.yaml", "YAML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/retrieval.py", "Python", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 36, 594
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/holographic/store.py", "Python", 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 29, 579
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/README.md", "Markdown", 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 329
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/__init__.py", "Python", 0, 935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 147, 1329
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/cli.py", "Python", 0, 1120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 204, 1452
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/client.py", "Python", 0, 496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 96, 784
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/plugin.yaml", "YAML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/honcho/session.py", "Python", 0, 812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 144, 1256
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/mem0/README.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 39
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/mem0/__init__.py", "Python", 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 52, 374
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/mem0/plugin.yaml", "YAML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/openviking/README.md", "Markdown", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 41
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/openviking/__init__.py", "Python", 0, 726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 118, 946
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/openviking/plugin.yaml", "YAML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/plugins/memory/retaindb/README.md", "Markdown", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 41
