"filename", "language", "Python", "Shell Script", "Markdown", "MS SQL", "JSON", "TOML", "YAML", "Properties", "HTML", "Docker", "comment", "blank", "total"
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/observability.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 45
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/runtime_events.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 120
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sql_migrations/001_schema_v0.rollback.md", "Markdown", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sql_migrations/001_schema_v0.sql", "MS SQL", 0, 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 28, 373
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sql_migrations/002_memory_runtime_schema.rollback.md", "Markdown", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sql_migrations/002_memory_runtime_schema.sql", "MS SQL", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 11, 36
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/storage/__init__.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 6
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/storage/minio.py", "Python", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 197
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sync/__init__.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 16
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/sync/casdoor.py", "Python", 501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 60, 563
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/team_cloud/worker.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/gateway/test_api_server_team_headers.py", "Python", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 147
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/gateway/test_gateway_team_identity_resolver.py", "Python", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 225
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/run_agent/test_memory_provider_init.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 80
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_admin_org_api.py", "Python", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 100
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_audit_baseline.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 83
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_authz_middleware.py", "Python", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 117
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_casdoor_oidc.py", "Python", 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 224
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_casdoor_sync_worker.py", "Python", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 175
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_cloud_session_history.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 121
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_deployment_docs.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_external_identity_resolver.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 113
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_isolation_suite.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_jwt_middleware.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 104
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_local_compose_stack.py", "Python", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 174
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_crud_api.py", "Python", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 110
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_duplicate_conflict_detector.py", "Python", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 141
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_embedding_worker.py", "Python", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 177
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_extraction_worker.py", "Python", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 162
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_migrations.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_observations_api.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 106
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_pii_secret_detector.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 128
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_prefetch_pipeline.py", "Python", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 121
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_query_layer.py", "Python", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 147
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_relationships.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 113
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_memory_review_api.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 115
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_minio_manifest.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 97
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_observability_baseline.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 45
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_pat_service_accounts.py", "Python", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 175
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_permission_explorer_minimal.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 96
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_platform_foundation_suite.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 102
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_platform_security_negative.py", "Python", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 138
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_postgres_migrations.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 111
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_relationship_outbox.py", "Python", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 145
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_runtime_event_bridge.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 110
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_spicedb_client.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 169
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_spicedb_schema_ci.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 58
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_team_memory_provider.py", "Python", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 181
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_team_memory_provider_tools.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 125
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_web_admin_pages.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 88
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_web_chat_entry.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 125
"/Users/changzechuan/AIProjects/AgentProjects/HermesProjects/hermes-agent/tests/team_cloud/test_web_login_shell.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"Total", "-", 9709, 195, 2854, 369, 158, 1, 371, 9, 1191, 10, 67, 2906, 17840
